text,term,polarity
Waiters are very friendly and the pasta is out of this world.,Waiters,positive
Waiters are very friendly and the pasta is out of this world.,pasta,positive
Waiters are very friendly and the pasta is out of this world.,service,positive
Waiters are very friendly and the pasta is out of this world.,food,positive
Great wine list and great cocktail menu.,wine list,positive
Great wine list and great cocktail menu.,cocktail menu,positive
Great wine list and great cocktail menu.,food,positive
The crab cakes are delicious and the BBQ rib was perfect.,crab cakes,positive
The crab cakes are delicious and the BBQ rib was perfect.,BBQ rib,positive
The crab cakes are delicious and the BBQ rib was perfect.,food,positive
"The food is wonderful, artfully done and simply delicious.",food,positive
"The food is wonderful, artfully done and simply delicious.",food,positive
Tiny restaurant with very fast service.,service,positive
Tiny restaurant with very fast service.,service,positive
Tiny restaurant with very fast service.,ambience,neutral
My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.,service,positive
My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.,desserts,positive
My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.,service,positive
My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.,price,positive
"A beautiful atmosphere, perfect for drinks and/or appetizers.",atmosphere,positive
"A beautiful atmosphere, perfect for drinks and/or appetizers.",drinks,neutral
"A beautiful atmosphere, perfect for drinks and/or appetizers.",appetizers,neutral
"A beautiful atmosphere, perfect for drinks and/or appetizers.",ambience,positive
Curioni's Pizza has been around since the 1920's.,anecdotes/miscellaneous,neutral
They make the best pizza in New Jersey.,pizza,positive
They make the best pizza in New Jersey.,food,positive
I recently visited over this past summer after being away for a year.,anecdotes/miscellaneous,neutral
"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list.",service,positive
"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list.",food,positive
"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list.",beer list,positive
"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list.",service,positive
"What a difference, the service was very comforting and the food was better than average, but what really standed out was such a dynamic and extensive beer list.",food,positive
"Frankly, the chinese food here is something I can make better at home.",chinese food,negative
"Frankly, the chinese food here is something I can make better at home.",food,negative
There was only one waiter for the whole restaurant upstairs.,waiter,neutral
There was only one waiter for the whole restaurant upstairs.,service,negative
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,scallops,neutral
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,asparagus,neutral
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,soft shell crab,neutral
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,cheese plate,neutral
We started with the scallops and asparagus and also had the soft shell crab as well as the cheese plate.,food,neutral
"Not to be overlooked, the service is excellent.",service,positive
"Not to be overlooked, the service is excellent.",service,positive
this without question is one of the worst hotdogs i have ever had.,hotdogs,negative
this without question is one of the worst hotdogs i have ever had.,food,negative
"The staff is unbelievably friendly, and I dream about their Saag gosht...so good.",staff,positive
"The staff is unbelievably friendly, and I dream about their Saag gosht...so good.",Saag gosht,positive
"The staff is unbelievably friendly, and I dream about their Saag gosht...so good.",service,positive
"The staff is unbelievably friendly, and I dream about their Saag gosht...so good.",food,positive
I also recommend the garlic knots.,garlic knots,positive
I also recommend the garlic knots.,food,positive
Best Indian food I have ever eaten.,Indian food,positive
Best Indian food I have ever eaten.,food,positive
You won't be dissapointed.,anecdotes/miscellaneous,positive
This place has the best pizza.,pizza,positive
This place has the best pizza.,food,positive
Culinaria is a welcome addition to the Garment district- far better than any restaurant in the area.,anecdotes/miscellaneous,positive
The music which is sometimes a little too heavy for my taste.,music,negative
The music which is sometimes a little too heavy for my taste.,ambience,negative
The service is excellent and always informative without an air.,service,positive
The service is excellent and always informative without an air.,service,positive
The owner and staff go to great lengths to make you feel comfortable.,owner,positive
The owner and staff go to great lengths to make you feel comfortable.,staff,positive
The owner and staff go to great lengths to make you feel comfortable.,service,positive
I can't stand this dungeon.,ambience,negative
The sushi is always fresh and yummy and the menu is pretty varied.,sushi,positive
The sushi is always fresh and yummy and the menu is pretty varied.,menu,positive
The sushi is always fresh and yummy and the menu is pretty varied.,food,positive
"The food was great - sushi was good, but the cooked food amazed us.",food,positive
"The food was great - sushi was good, but the cooked food amazed us.",sushi,positive
"The food was great - sushi was good, but the cooked food amazed us.",cooked food,positive
